Codice Regione,Codice Città Metropolitana,Codice Provincia (1),Progressivo del Comune (2),Codice Comune formato alfanumerico,Denominazione in italiano,Denominazione altra lingua,Codice Ripartizione Geografica,Ripartizione geografica,Denominazione regione,Denominazione Città metropolitana,Denominazione provincia,Flag Comune capoluogo di provincia,Sigla automobilistica,Codice Comune formato numerico,Codice Comune numerico con 110 province (dal 2010 al 2016),Codice Comune numerico con 107 province (dal 2006 al 2009),Codice Comune numerico con 103 province (dal 1995 al 2005),Codice Catastale del comune,Popolazione legale 2011 (09/10/2011),Codice NUTS1 2010,Codice NUTS2 2010 (3),Codice NUTS3 2010,Codice NUTS1 2006,Codice NUTS2 2006 (3),Codice NUTS3 2006
19,283,083, 021 ,083021,Fiumedinisi,,5,Isole,Sicilia,Messina,-,0,ME,83021,83021,83021,83021,D622,1.559,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 022 ,083022,Floresta,,5,Isole,Sicilia,Messina,-,0,ME,83022,83022,83022,83022,D635,516,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 023 ,083023,Fondachelli-Fantina,,5,Isole,Sicilia,Messina,-,0,ME,83023,83023,83023,83023,D661,1.090,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 024 ,083024,Forza d'Agrò,,5,Isole,Sicilia,Messina,-,0,ME,83024,83024,83024,83024,D733,878,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 025 ,083025,Francavilla di Sicilia,,5,Isole,Sicilia,Messina,-,0,ME,83025,83025,83025,83025,D765,3.901,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 026 ,083026,Frazzanò,,5,Isole,Sicilia,Messina,-,0,ME,83026,83026,83026,83026,D793,755,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 027 ,083027,Furci Siculo,,5,Isole,Sicilia,Messina,-,0,ME,83027,83027,83027,83027,D824,3.428,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 028 ,083028,Furnari,,5,Isole,Sicilia,Messina,-,0,ME,83028,83028,83028,83028,D825,3.665,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 029 ,083029,Gaggi,,5,Isole,Sicilia,Messina,-,0,ME,83029,83029,83029,83029,D844,3.138,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 030 ,083030,Galati Mamertino,,5,Isole,Sicilia,Messina,-,0,ME,83030,83030,83030,83030,D861,2.794,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 031 ,083031,Gallodoro,,5,Isole,Sicilia,Messina,-,0,ME,83031,83031,83031,83031,D885,381,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 032 ,083032,Giardini-Naxos,,5,Isole,Sicilia,Messina,-,0,ME,83032,83032,83032,83032,E014,9.268,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 033 ,083033,Gioiosa Marea,,5,Isole,Sicilia,Messina,-,0,ME,83033,83033,83033,83033,E043,7.114,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 034 ,083034,Graniti,,5,Isole,Sicilia,Messina,-,0,ME,83034,83034,83034,83034,E142,1.522,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 035 ,083035,Gualtieri Sicaminò,,5,Isole,Sicilia,Messina,-,0,ME,83035,83035,83035,83035,E233,1.834,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 036 ,083036,Itala,,5,Isole,Sicilia,Messina,-,0,ME,83036,83036,83036,83036,E374,1.663,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 037 ,083037,Leni,,5,Isole,Sicilia,Messina,-,0,ME,83037,83037,83037,83037,E523,702,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 038 ,083038,Letojanni,,5,Isole,Sicilia,Messina,-,0,ME,83038,83038,83038,83038,E555,2.699,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 039 ,083039,Librizzi,,5,Isole,Sicilia,Messina,-,0,ME,83039,83039,83039,83039,E571,1.771,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 040 ,083040,Limina,,5,Isole,Sicilia,Messina,-,0,ME,83040,83040,83040,83040,E594,900,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 041 ,083041,Lipari,,5,Isole,Sicilia,Messina,-,0,ME,83041,83041,83041,83041,E606,11.642,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 042 ,083042,Longi,,5,Isole,Sicilia,Messina,-,0,ME,83042,83042,83042,83042,E674,1.562,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 043 ,083043,Malfa,,5,Isole,Sicilia,Messina,-,0,ME,83043,83043,83043,83043,E855,988,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 044 ,083044,Malvagna,,5,Isole,Sicilia,Messina,-,0,ME,83044,83044,83044,83044,E869,794,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 045 ,083045,Mandanici,,5,Isole,Sicilia,Messina,-,0,ME,83045,83045,83045,83045,E876,629,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 046 ,083046,Mazzarrà Sant'Andrea,,5,Isole,Sicilia,Messina,-,0,ME,83046,83046,83046,83046,F066,1.567,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 047 ,083047,Merì,,5,Isole,Sicilia,Messina,-,0,ME,83047,83047,83047,83047,F147,2.396,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 048 ,083048,Messina,,5,Isole,Sicilia,Messina,-,1,ME,83048,83048,83048,83048,F158,243.262,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 049 ,083049,Milazzo,,5,Isole,Sicilia,Messina,-,0,ME,83049,83049,83049,83049,F206,32.146,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 050 ,083050,Militello Rosmarino,,5,Isole,Sicilia,Messina,-,0,ME,83050,83050,83050,83050,F210,1.334,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 051 ,083051,Mirto,,5,Isole,Sicilia,Messina,-,0,ME,83051,83051,83051,83051,F242,1.000,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 052 ,083052,Mistretta,,5,Isole,Sicilia,Messina,-,0,ME,83052,83052,83052,83052,F251,5.014,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 053 ,083053,Moio Alcantara,,5,Isole,Sicilia,Messina,-,0,ME,83053,83053,83053,83053,F277,756,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 054 ,083054,Monforte San Giorgio,,5,Isole,Sicilia,Messina,-,0,ME,83054,83054,83054,83054,F359,2.880,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 055 ,083055,Mongiuffi Melia,,5,Isole,Sicilia,Messina,-,0,ME,83055,83055,83055,83055,F368,653,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 056 ,083056,Montagnareale,,5,Isole,Sicilia,Messina,-,0,ME,83056,83056,83056,83056,F395,1.631,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 057 ,083057,Montalbano Elicona,,5,Isole,Sicilia,Messina,-,0,ME,83057,83057,83057,83057,F400,2.420,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 058 ,083058,Motta Camastra,,5,Isole,Sicilia,Messina,-,0,ME,83058,83058,83058,83058,F772,882,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 059 ,083059,Motta d'Affermo,,5,Isole,Sicilia,Messina,-,0,ME,83059,83059,83059,83059,F773,828,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 060 ,083060,Naso,,5,Isole,Sicilia,Messina,-,0,ME,83060,83060,83060,83060,F848,4.015,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 061 ,083061,Nizza di Sicilia,,5,Isole,Sicilia,Messina,-,0,ME,83061,83061,83061,83061,F901,3.723,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 062 ,083062,Novara di Sicilia,,5,Isole,Sicilia,Messina,-,0,ME,83062,83062,83062,83062,F951,1.413,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 063 ,083063,Oliveri,,5,Isole,Sicilia,Messina,-,0,ME,83063,83063,83063,83063,G036,2.157,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 064 ,083064,Pace del Mela,,5,Isole,Sicilia,Messina,-,0,ME,83064,83064,83064,83064,G209,6.388,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 065 ,083065,Pagliara,,5,Isole,Sicilia,Messina,-,0,ME,83065,83065,83065,83065,G234,1.230,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 066 ,083066,Patti,,5,Isole,Sicilia,Messina,-,0,ME,83066,83066,83066,83066,G377,13.325,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 067 ,083067,Pettineo,,5,Isole,Sicilia,Messina,-,0,ME,83067,83067,83067,83067,G522,1.433,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 068 ,083068,Piraino,,5,Isole,Sicilia,Messina,-,0,ME,83068,83068,83068,83068,G699,3.964,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 069 ,083069,Raccuja,,5,Isole,Sicilia,Messina,-,0,ME,83069,83069,83069,83069,H151,1.139,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 070 ,083070,Reitano,,5,Isole,Sicilia,Messina,-,0,ME,83070,83070,83070,83070,H228,829,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 071 ,083071,Roccafiorita,,5,Isole,Sicilia,Messina,-,0,ME,83071,83071,83071,83071,H405,228,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 072 ,083072,Roccalumera,,5,Isole,Sicilia,Messina,-,0,ME,83072,83072,83072,83072,H418,4.105,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 073 ,083073,Roccavaldina,,5,Isole,Sicilia,Messina,-,0,ME,83073,83073,83073,83073,H380,1.149,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 074 ,083074,Roccella Valdemone,,5,Isole,Sicilia,Messina,-,0,ME,83074,83074,83074,83074,H455,711,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 075 ,083075,Rodì Milici,,5,Isole,Sicilia,Messina,-,0,ME,83075,83075,83075,83075,H479,2.130,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 076 ,083076,Rometta,,5,Isole,Sicilia,Messina,-,0,ME,83076,83076,83076,83076,H519,6.541,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 077 ,083077,San Filippo del Mela,,5,Isole,Sicilia,Messina,-,0,ME,83077,83077,83077,83077,H842,7.065,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 078 ,083078,San Fratello,,5,Isole,Sicilia,Messina,-,0,ME,83078,83078,83078,83078,H850,3.942,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 079 ,083079,San Marco d'Alunzio,,5,Isole,Sicilia,Messina,-,0,ME,83079,83079,83079,83079,H982,2.083,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 080 ,083080,San Pier Niceto,,5,Isole,Sicilia,Messina,-,0,ME,83080,83080,83080,83080,I084,2.911,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 081 ,083081,San Piero Patti,,5,Isole,Sicilia,Messina,-,0,ME,83081,83081,83081,83081,I086,3.082,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 082 ,083082,San Salvatore di Fitalia,,5,Isole,Sicilia,Messina,-,0,ME,83082,83082,83082,83082,I147,1.378,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 083 ,083083,Santa Domenica Vittoria,,5,Isole,Sicilia,Messina,-,0,ME,83083,83083,83083,83083,I184,1.067,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 084 ,083084,Sant'Agata di Militello,,5,Isole,Sicilia,Messina,-,0,ME,83084,83084,83084,83084,I199,12.803,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 085 ,083085,Sant'Alessio Siculo,,5,Isole,Sicilia,Messina,-,0,ME,83085,83085,83085,83085,I215,1.497,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 086 ,083086,Santa Lucia del Mela,,5,Isole,Sicilia,Messina,-,0,ME,83086,83086,83086,83086,I220,4.744,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 087 ,083087,Santa Marina Salina,,5,Isole,Sicilia,Messina,-,0,ME,83087,83087,83087,83087,I254,892,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 088 ,083088,Sant'Angelo di Brolo,,5,Isole,Sicilia,Messina,-,0,ME,83088,83088,83088,83088,I283,3.297,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 089 ,083089,Santa Teresa di Riva,,5,Isole,Sicilia,Messina,-,0,ME,83089,83089,83089,83089,I311,9.240,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 090 ,083090,San Teodoro,,5,Isole,Sicilia,Messina,-,0,ME,83090,83090,83090,83090,I328,1.421,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 091 ,083091,Santo Stefano di Camastra,,5,Isole,Sicilia,Messina,-,0,ME,83091,83091,83091,83091,I370,4.674,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 092 ,083092,Saponara,,5,Isole,Sicilia,Messina,-,0,ME,83092,83092,83092,83092,I420,4.078,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 093 ,083093,Savoca,,5,Isole,Sicilia,Messina,-,0,ME,83093,83093,83093,83093,I477,1.766,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 094 ,083094,Scaletta Zanclea,,5,Isole,Sicilia,Messina,-,0,ME,83094,83094,83094,83094,I492,2.249,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 095 ,083095,Sinagra,,5,Isole,Sicilia,Messina,-,0,ME,83095,83095,83095,83095,I747,2.760,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 096 ,083096,Spadafora,,5,Isole,Sicilia,Messina,-,0,ME,83096,83096,83096,83096,I881,5.091,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 097 ,083097,Taormina,,5,Isole,Sicilia,Messina,-,0,ME,83097,83097,83097,83097,L042,11.084,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 098 ,083098,Torregrotta,,5,Isole,Sicilia,Messina,-,0,ME,83098,83098,83098,83098,L271,7.426,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 099 ,083099,Tortorici,,5,Isole,Sicilia,Messina,-,0,ME,83099,83099,83099,83099,L308,6.732,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 100 ,083100,Tripi,,5,Isole,Sicilia,Messina,-,0,ME,83100,83100,83100,83100,L431,933,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 101 ,083101,Tusa,,5,Isole,Sicilia,Messina,-,0,ME,83101,83101,83101,83101,L478,3.051,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 102 ,083102,Ucria,,5,Isole,Sicilia,Messina,-,0,ME,83102,83102,83102,83102,L482,1.105,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 103 ,083103,Valdina,,5,Isole,Sicilia,Messina,-,0,ME,83103,83103,83103,83103,L561,1.352,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 104 ,083104,Venetico,,5,Isole,Sicilia,Messina,-,0,ME,83104,83104,83104,83104,L735,3.855,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 105 ,083105,Villafranca Tirrena,,5,Isole,Sicilia,Messina,-,0,ME,83105,83105,83105,83105,L950,8.748,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 106 ,083106,Terme Vigliatore,,5,Isole,Sicilia,Messina,-,0,ME,83106,83106,83106,83106,M210,7.213,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 107 ,083107,Acquedolci,,5,Isole,Sicilia,Messina,-,0,ME,83107,83107,83107,83107,M211,5.744,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,283,083, 108 ,083108,Torrenova,,5,Isole,Sicilia,Messina,-,0,ME,83108,83108,83108,83108,M286,4.240,ITG,ITG1,ITG13,ITG,ITG1,ITG13
19,-,084, 001 ,084001,Agrigento,,5,Isole,Sicilia,-,Agrigento,1,AG,84001,84001,84001,84001,A089,58.323,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 002 ,084002,Alessandria della Rocca,,5,Isole,Sicilia,-,Agrigento,0,AG,84002,84002,84002,84002,A181,3.118,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 003 ,084003,Aragona,,5,Isole,Sicilia,-,Agrigento,0,AG,84003,84003,84003,84003,A351,9.493,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 004 ,084004,Bivona,,5,Isole,Sicilia,-,Agrigento,0,AG,84004,84004,84004,84004,A896,3.882,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 005 ,084005,Burgio,,5,Isole,Sicilia,-,Agrigento,0,AG,84005,84005,84005,84005,B275,2.780,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 006 ,084006,Calamonaci,,5,Isole,Sicilia,-,Agrigento,0,AG,84006,84006,84006,84006,B377,1.375,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 007 ,084007,Caltabellotta,,5,Isole,Sicilia,-,Agrigento,0,AG,84007,84007,84007,84007,B427,3.907,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 008 ,084008,Camastra,,5,Isole,Sicilia,-,Agrigento,0,AG,84008,84008,84008,84008,B460,2.163,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 009 ,084009,Cammarata,,5,Isole,Sicilia,-,Agrigento,0,AG,84009,84009,84009,84009,B486,6.275,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 010 ,084010,Campobello di Licata,,5,Isole,Sicilia,-,Agrigento,0,AG,84010,84010,84010,84010,B520,10.438,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 011 ,084011,Canicattì,,5,Isole,Sicilia,-,Agrigento,0,AG,84011,84011,84011,84011,B602,34.863,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 012 ,084012,Casteltermini,,5,Isole,Sicilia,-,Agrigento,0,AG,84012,84012,84012,84012,C275,8.422,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 013 ,084013,Castrofilippo,,5,Isole,Sicilia,-,Agrigento,0,AG,84013,84013,84013,84013,C341,3.020,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 014 ,084014,Cattolica Eraclea,,5,Isole,Sicilia,-,Agrigento,0,AG,84014,84014,84014,84014,C356,3.975,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 015 ,084015,Cianciana,,5,Isole,Sicilia,-,Agrigento,0,AG,84015,84015,84015,84015,C668,3.517,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 016 ,084016,Comitini,,5,Isole,Sicilia,-,Agrigento,0,AG,84016,84016,84016,84016,C928,944,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 017 ,084017,Favara,,5,Isole,Sicilia,-,Agrigento,0,AG,84017,84017,84017,84017,D514,32.972,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 018 ,084018,Grotte,,5,Isole,Sicilia,-,Agrigento,0,AG,84018,84018,84018,84018,E209,5.839,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 019 ,084019,Joppolo Giancaxio,,5,Isole,Sicilia,-,Agrigento,0,AG,84019,84019,84019,84019,E390,1.210,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 020 ,084020,Lampedusa e Linosa,,5,Isole,Sicilia,-,Agrigento,0,AG,84020,84020,84020,84020,E431,6.105,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 021 ,084021,Licata,,5,Isole,Sicilia,-,Agrigento,0,AG,84021,84021,84021,84021,E573,38.125,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 022 ,084022,Lucca Sicula,,5,Isole,Sicilia,-,Agrigento,0,AG,84022,84022,84022,84022,E714,1.917,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 023 ,084023,Menfi,,5,Isole,Sicilia,-,Agrigento,0,AG,84023,84023,84023,84023,F126,12.711,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 024 ,084024,Montallegro,,5,Isole,Sicilia,-,Agrigento,0,AG,84024,84024,84024,84024,F414,2.543,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 025 ,084025,Montevago,,5,Isole,Sicilia,-,Agrigento,0,AG,84025,84025,84025,84025,F655,3.015,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 026 ,084026,Naro,,5,Isole,Sicilia,-,Agrigento,0,AG,84026,84026,84026,84026,F845,8.103,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 027 ,084027,Palma di Montechiaro,,5,Isole,Sicilia,-,Agrigento,0,AG,84027,84027,84027,84027,G282,23.643,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 028 ,084028,Porto Empedocle,,5,Isole,Sicilia,-,Agrigento,0,AG,84028,84028,84028,84028,F299,16.841,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 029 ,084029,Racalmuto,,5,Isole,Sicilia,-,Agrigento,0,AG,84029,84029,84029,84029,H148,8.345,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 030 ,084030,Raffadali,,5,Isole,Sicilia,-,Agrigento,0,AG,84030,84030,84030,84030,H159,12.837,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 031 ,084031,Ravanusa,,5,Isole,Sicilia,-,Agrigento,0,AG,84031,84031,84031,84031,H194,12.128,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 032 ,084032,Realmonte,,5,Isole,Sicilia,-,Agrigento,0,AG,84032,84032,84032,84032,H205,4.487,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 033 ,084033,Ribera,,5,Isole,Sicilia,-,Agrigento,0,AG,84033,84033,84033,84033,H269,19.302,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 034 ,084034,Sambuca di Sicilia,,5,Isole,Sicilia,-,Agrigento,0,AG,84034,84034,84034,84034,H743,6.114,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 035 ,084035,San Biagio Platani,,5,Isole,Sicilia,-,Agrigento,0,AG,84035,84035,84035,84035,H778,3.501,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 036 ,084036,San Giovanni Gemini,,5,Isole,Sicilia,-,Agrigento,0,AG,84036,84036,84036,84036,H914,8.127,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 037 ,084037,Santa Elisabetta,,5,Isole,Sicilia,-,Agrigento,0,AG,84037,84037,84037,84037,I185,2.608,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 038 ,084038,Santa Margherita di Belice,,5,Isole,Sicilia,-,Agrigento,0,AG,84038,84038,84038,84038,I224,6.544,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 039 ,084039,Sant'Angelo Muxaro,,5,Isole,Sicilia,-,Agrigento,0,AG,84039,84039,84039,84039,I290,1.471,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 040 ,084040,Santo Stefano Quisquina,,5,Isole,Sicilia,-,Agrigento,0,AG,84040,84040,84040,84040,I356,4.897,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 041 ,084041,Sciacca,,5,Isole,Sicilia,-,Agrigento,0,AG,84041,84041,84041,84041,I533,40.899,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 042 ,084042,Siculiana,,5,Isole,Sicilia,-,Agrigento,0,AG,84042,84042,84042,84042,I723,4.632,ITG,ITG1,ITG14,ITG,ITG1,ITG14
19,-,084, 043 ,084043,Villafranca Sicula,,5,Isole,Sicilia,-,Agrigento,0,AG,84043,84043,84043,84043,L944,1.426,ITG,ITG1,ITG14,ITG,ITG1,ITG14
